"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"G***";"Logo-Front-SolderedFULL-10mm";1;"LOGO";;;
2;",,,,,,,,,,,";"buzzardLabel";12;"";;;
3;"G***";"Logo-Back-OSH-3.5mm";1;"LOGO";;;
4;"JP1";"SMD-JUMPER-CONNECTED_TRACE_NOSLODERMASK";1;"SMD-JUMPER-CONNECTED_TRACE_NOSLODERMASK";;;
5;"FD1";"FIDUCIAL_1MM_PASTE";1;"Fiducial_Stencil";;;
6;"D2";"0402LED";1;"purple";;;
7;"R3";"0603R";1;"1k";;;
8;"K2";"TERMINAL_KF235-5.0-3P";1;"TERMINAL_KF235-5.0-3P";;;
9;"D3,D1";"M4_DIODA";2;"M4_DIODA";;;
10;"K1";"HEADER_MALE_4X1";1;"HEADER_MALE_4X1";;;
11;"C1";"0603C";1;"2.2uF";;;
12;"R1";"0603R";1;"4.7k";;;
13;"U1";"SOIC−8";1;"NCV7329";;;
14;"C2";"0603C";1;"220pF";;;
15;"H2,H1";"HOLE_3.2mm";2;"HOLE_3.2mm";;;
16;"REF**";"Logo-Back-SolderedFULL-13mm";1;"Logo-Front-SolderedFULL-13mm";;;
17;"R2";"0402R";1;"1k";;;
18;"";"Version1.0.0.";1;"";;;
